f606w,f814w,color
28.895835318254928,29.000312069115115,-0.10447675086018648
29.010985172725963,,
28.46321185566293,29.15310169039761,-0.6898898347346787
29.269751816584712,28.869976923414846,0.3997748931698659
28.917184545540838,28.795014662667075,0.12216988287376296
28.809403084429125,28.438581941024786,0.37082114340433847
30.180973248391982,29.347781313049758,0.8331919353422244
28.161630801818763,29.397664857408575,-1.236034055589812
31.68471291011966,30.185324704785916,1.4993882053337444
27.639308629192325,27.49593340554415,0.14337522364817445
28.967765152886397,29.62310819365028,-0.6553430407638814
27.80575678951622,27.654653525097203,0.15110326441901734
28.793585341093237,,
30.25873756964945,27.8948072896334,2.363930280016053
28.775301099465853,28.10344443465767,0.6718566648081818
29.198375305437427,31.803152097487075,-2.6047767920496483
27.040469209446346,26.164317768123063,0.8761514413232838
28.658117257630433,30.38318416453068,-1.7250669069002456
29.271973475332427,,
28.925645915378016,28.70794334875088,0.2177025666271355
28.803228627028776,28.278374286429422,0.5248543405993544
28.524877495436282,29.392515735014786,-0.8676382395785041
27.58718658885137,27.13431726786828,0.4528693209830905
28.211027882910923,29.09583049505982,-0.8848026121488957
28.928502412753478,28.91090520801627,0.01759720473720705
29.429763670543093,,
28.85325477905572,29.66050755145841,-0.8072527724026877
28.542211293319166,,
28.932646653711064,31.01929883763098,-2.0866521839199166
28.575132183891643,28.62163285210951,-0.0465006682178668
28.18430306825692,26.451905666394527,1.7323974018623929
28.798652626356922,,
26.713967607476054,25.621905469933633,1.0920621375424204
28.501546270948307,29.55613057319586,-1.0545843022475516
28.624734485768908,31.442847619381407,-2.818113133612499
28.45298190318066,,
26.35846434518589,25.85183988621166,0.5066244589742297
22.745800670999966,21.250589759629534,1.4952109113704317
29.324494744990314,,
29.714725155240426,,
29.268868915554986,,
28.924711184736335,29.2642729735269,-0.3395617887905651
,,
28.57616891254258,28.71363597120096,-0.13746705865838038
27.97943325103007,27.650331607166546,0.3291016438635239
25.922468946109394,25.343163192843253,0.5793057532661408
29.27719141398431,30.47384931832436,-1.19665790434005
27.882277697995303,28.820562664019757,-0.9382849660244545
28.775339135435598,28.561715319315777,0.21362381611982073
27.567134369677976,27.373806280085166,0.19332808959281067
28.516178662033386,28.548969442159052,-0.03279078012566572
28.4796557690056,,
28.283376127249188,28.956832852642297,-0.673456725393109
28.45547967388941,,
29.11890822246011,31.059548268531845,-1.940640046071735
28.04607128548614,,
28.590731285490644,,
28.195400020958342,28.02812804942599,0.16727197153235096
28.33445036059174,,
28.240802187826734,,
28.573954387079613,,
28.528292505740918,29.139765843102964,-0.611473337362046
